Group,Sub_Contructor,TP_value,TP_No,Step,Major_Priority,Sub_system,Test_media,Test_pressure,Inch_meter,Inch_dia,Support_Remain,Weld_Remain,Total_Support,SP_Welded,Total_DIA,WELD_DONE,Welding %,Package_Generation,Execution_Work,NDT,HS,LC,CL,H/V/P,DD,FC,RE,FD,Remark,RT_REMAIN(Joint),PT_REMAIN(Joint),PWHT_REMAIN(Joint),UT_REMAIN(Joint),PMI_REMAIN(Joint),REPAIR,Cutout,RTRP
05-Reinstatment,MRD,0091,4000-08-CWS-09-091,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0092,4000-08-CWS-10-092,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0093,4000-08-CWS-11-093,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0094,4000-08-CWS-12-094,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0095,4000-08-CWS-13-095,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0096,4000-08-CWS-14-096,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0097,4000-08-CWS-15-097,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0098,64-WWO-UG-KC-098,09-Reinstatment,FINAL_UG,4000-09,-,NON PRESSURE,214.02,156,0,0,,,156,156,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0098,4000-08-CWS-16-098,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0099,4000-08-CWS-17-099,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0100,4000-08-CWS-18-100,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0101,4000-08-CWS-19-101,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0102,4000-08-CWS-20-102,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0104,4000-08-CWS-22-104,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,4,0,0,,,4,4,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0105,4000-08-CWS-23-105,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,4,0,0,,,4,4,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0112,4000-21-SRW-01-112,09-Reinstatment,FINAL_UTL,4000-21,WATER,17.25,0,8.25,0,0,,,8.25,8.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0113,4000-13-PMW-01-113,09-Reinstatment,FINAL_AG,4000-13,WATER,5.25,0,15,0,0,,,15,15,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0114,4000-08-CWR-10-114,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,3,0,0,,,3,3,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0115,4000-08-CWR-11-115,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,36.5,0,0,,,35.75,35.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0116,4000-08-CWS-26-116,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,8,0,0,,,8,8,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0117,4000-08-CWS-27-117,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0119,5000-03-PMV-12-119,09-Reinstatment,FINAL_AG,5000-03,WATER,11.25,0,12,0,0,,,12,12,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0120,5000-03-PMW-01-120,09-Reinstatment,FINAL_AG,5000-03,WATER,11.25,0,878.5,0,0,18,18,878.5,878.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0121,4000-14-FW-11-121,09-Reinstatment,FINAL_AG,4000-14,WATER,25.5,0,621.5,0,14,,,620.75,606.75,0.977446637132501,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0132,4000-08-CWR-12-132,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,69.75,0,0,,,68.25,68.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0133,4000-08-CWS-29-133,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,105,0,0,1,1,103.5,103.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0138,69-FW-UG-KC-138-1,09-Reinstatment,FINAL_UG,4000-14,WATER,25.5,559.282,235,0,0,,,235,235,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0139,4000-14-FW-13-139,09-Reinstatment,FINAL_AG,4000-14,WATER,25.5,0,102,0,4,,,102,98,0.96078431372549,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0140,4000-14-FW-14-140,09-Reinstatment,FINAL_AG,4000-14,WATER,25.5,0,54,0,2,,,54,52,0.962962962962963,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0143,5000-02-VA-03-143,09-Reinstatment,FINAL_AG,5000-02,VISUAL,0,0,120,0,0,1,1,120,120,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0146,5000-01-PMC-03-146,09-Reinstatment,FINAL_AG,5000-01,DEM WATER,6.75,0,389.5,0,0,7,7,365.5,365.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0150,5000-01-PMC-07-150,09-Reinstatment,FINAL_AG,5000-01,DEM WATER,19.5,0,539.75,0,0,3,3,538.25,538.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0151,5000-01-PMC-08-151,09-Reinstatment,FINAL_AG,5000-01,DEM WATER,6.8,0,3,0,0,,,3,3,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0153,5000-03-PMW-02-153,09-Reinstatment,FINAL_AG,5000-03,WATER,22.5,0,93,0,0,4,4,93,93,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0154,5000-03-PMW-03-154,09-Reinstatment,FINAL_AG,5000-03,WATER,11.25,0,364.5,0,0,6,6,364.5,364.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0155,5000-03-PMW-04-155,09-Reinstatment,FINAL_AG,5000-03,VISUAL,0,0,9,0,0,,,9,9,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0156,5000-03-PMW-05-156,09-Reinstatment,FINAL_AG,5000-03,WATER,22.5,0,12,0,0,,,12,12,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0157,5000-03-PMW-06-157,09-Reinstatment,FINAL_AG,5000-03,VISUAL,0,0,9,0,0,,,9,9,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0165,4000-08-CWR-20-165,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,81.75,0,0,,,80.25,80.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0179,5000-03-PMW-09-179,09-Reinstatment,FINAL_AG,5000-03,WATER,7.5,0,56,0,0,3,3,56,56,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0181,5000-03-PMP-12-181,09-Reinstatment,FINAL_AG,5000-03,WATER,9,0,155.5,0,0,,,155.5,155.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0182,5000-03-PMP-13-182,09-Reinstatment,FINAL_AG,5000-03,WATER,9,0,127.5,0,0,,,127.5,127.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0183,5000-03-PMP-14-183,09-Reinstatment,FINAL_AG,5000-03,WATER,9,0,183.5,0,0,3,3,183.5,183.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0187,5000-03-PMW-10-187,09-Reinstatment,FINAL_AG,5000-03,WATER,7.5,0,33.5,0,0,1,1,33.5,33.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0197,4000-08-CWR-24-197,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,4,0,0,,,4,4,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0210,4000-13-PMC-02-210,09-Reinstatment,FINAL_AG,4000-13,WATER,5.25,0,10.5,0,0,,,10.5,10.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0216,5000-04-PMP-18-216,09-Reinstatment,FINAL_AG,5000-04,WATER,28.5,0,388.75,0,0,4,4,387.25,387.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0217,5000-04-PMP-19-217,09-Reinstatment,FINAL_AG,5000-04,WATER,28.5,0,710.25,0,0,4,4,709.5,709.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0231,60-PW-UG-KC-231,09-Reinstatment,RE_UG,4000-21,WATER,18,72,70,0,0,,,68,68,1,✓,,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0233,61-FW-UG-KC-233,09-Reinstatment,UG-FW,4000-14,WATER,25.5,102,170.25,0,0,,,170.25,170.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0234,5000-03-PMW-12-234,09-Reinstatment,FINAL_AG,5000-03,WATER,22.5,0,271.5,0,0,5,5,271.5,271.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0245,70-WWS-UG-KC-245,09-Reinstatment,FINAL_UG,4000-10,-,NON PRESSURE,145,62,0,0,,,62,62,1,✓,,✓,✓,✓,✓,✓,✓,,✓,,,,,,,,,,
05-Reinstatment,MRD,0246,70-WWS-UG-KC-246,09-Reinstatment,FINAL_UG,4000-10,-,NON PRESSURE,265,96,0,0,,,96,96,1,✓,,✓,✓,✓,✓,✓,✓,,✓,,,,,,,,,,
05-Reinstatment,MRD,0248,70-WWS-UG-KC-248,09-Reinstatment,FINAL_UG,4000-10,-,NON PRESSURE,142,96,0,0,,,96,96,1,✓,,✓,✓,✓,✓,✓,✓,,✓,,,,,,,,,,
05-Reinstatment,MRD,0249,70-PW-UG-KC-249,09-Reinstatment,FINAL_UG,4000-21,WATER,18,65,58,0,0,,,56,56,1,✓,,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0257,4000-14-FW-20-257,09-Reinstatment,FINAL_AG,4000-14,WATER,25.5,0,56,0,0,1,1,56,56,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0258,4000-14-FW-21-258,09-Reinstatment,FINAL_AG,4000-14,WATER,25.5,0,68.25,0,2,,,67.5,65.5,0.97037037037037,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0259,4000-14-FW-22-259,09-Reinstatment,FINAL_AG,4000-14,WATER,25.5,0,66,0,2,,,66,64,0.96969696969697,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0260,4000-14-FW-23-260,09-Reinstatment,FINAL_AG,4000-14,WATER,25.5,0,36,0,0,,,36,36,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0265,69-MO-01-UG-KC-265,09-Reinstatment,FINAL_UG,4000-21,-,NON PRESSURE,14.034,12,0,0,,,12,12,1,✓,✓,✓,✓,✓,✓,✓,✓,,✓,,,,,,,,,,
05-Reinstatment,MRD,0265,5000-05-LOS-04-265,09-Reinstatment,FINAL_AG,5000-05,WATER,6.75,0,10,0,0,,,10,10,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0267,57-PMW-UG-KC-267,09-Reinstatment,RE_UG,Unknow,NON PRESSURE,-,3.384,12,0,0,,,12,12,1,✓,✓,✓,✓,✓,✓,✓,,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0267,4000-08-CWR-27-267,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,4,0,0,,,4,4,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0268,4000-08-CWR-28-268,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,4,0,0,,,4,4,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0269,4000-08-CWR-29-269,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,4,0,0,,,4,4,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0269,69-MO-02-UG-KC-269,09-Reinstatment,FINAL_UG,4000-21,-,Visual,14.034,12,0,0,,,12,12,1,✓,✓,✓,✓,✓,✓,✓,✓,,✓,,,,,,,,,,
05-Reinstatment,MRD,0270,62-WWO-UG-KC-270,09-Reinstatment,FINAL_UG,4000-09,-,NON PRESSURE,12.78,24,0,0,,,24,24,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0271,62-WWO-UG-KC-271,09-Reinstatment,FINAL_UG,4000-09,-,NON PRESSURE,33.804,36,0,0,,,36,36,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0274,4000-08-CWR-34-274,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,21.75,0,0,,,20.25,20.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0275,4000-08-CWR-35-275,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,6,0,0,,,6,6,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0276,4000-08-CWR-36-276,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,6,0,0,,,6,6,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0279,4000-08-CWR-39-279,09-Reinstatment,FINAL_AG,4000-08,WATER,5.25,0,6,0,0,,,6,6,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0280,4000-08-CWR-40-280,09-Reinstatment,FINAL_AG,4000-08,WATER,5.25,0,6,0,0,,,6,6,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0281,4000-08-CWR-41-281,09-Reinstatment,FINAL_AG,4000-08,WATER,5.25,0,6,0,0,,,6,6,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0283,4000-08-CWR-43-283,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0284,4000-08-CWR-44-284,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0285,4000-08-CWR-45-285,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0286,4000-08-CWR-46-286,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0287,4000-08-CWR-47-287,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0288,4000-08-CWR-48-288,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0289,4000-08-CWR-49-289,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,18.75,0,0,,,17.25,17.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0306,5000-01-PMV-09-306,09-Reinstatment,FINAL_AG,5000-01,AIR,3.85,0,50.25,0,0,,,50.25,50.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0327,4000-08-CWR-85-327,09-Reinstatment,FINAL_AG,4000-08,WATER,5.25,0,8,0,0,,,8,8,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0331,4000-08-CWR-86-331,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,12,0,0,,,12,12,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0332,4000-08-CWS-41-332,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,8,0,0,,,8,8,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0333,4000-08-CWS-42-333,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,87,0,0,1,1,85.5,85.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0335,4000-08-CWS-44-335,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,6,0,0,,,6,6,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0336,4000-08-CWS-45-336,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,6,0,0,,,6,6,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0337,4000-08-CWS-46-337,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,2,0,0,,,2,2,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0338,4000-08-CWS-47-338,09-Reinstatment,FINAL_AG,4000-08,VISUAL,0,0,2,0,0,,,2,2,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0339,4000-08-CWS-48-339,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,14,0,0,,,14,14,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0340,5000-03-PMW-13-340,09-Reinstatment,FINAL_AG,5000-03,WATER,123,0,91,0,0,,,91,91,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0341,4000-08-CWS-50-341,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,12,0,0,,,12,12,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0343,4000-08-CWS-52-343,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,68.25,0,0,,,67.5,67.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0367,4000-02-LPS-02-367,09-Reinstatment,FINAL_UTL,4000-02,WATER,14.25,0,1158.75,0,0,4,4,1155.75,1155.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0368,4000-02-LPS-03-368,09-Reinstatment,FINAL_UTL,4000-02,WATER,14.25,0,1301.75,0,8.25,61,61,1292,1283.75,0.993614551083591,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0369,2000-05-PRC-03-369,09-Reinstatment,FINAL_AG,2000-05,DEM WATER,112,0,75.5,0,0,1,1,74.75,74.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0370,2000-05-PRC-04-370,09-Reinstatment,FINAL_AG,2000-05,DEM WATER,112,0,75.5,0,0,1,1,74.75,74.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0375,4000-08-CWS-78-375,09-Reinstatment,FINAL_AG,4000-08,WATER,11.25,0,12,0,0,,,12,12,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0376,5000-02-PMP-07-376,09-Reinstatment,FINAL_AG,5000-02,VISUAL,0,0,19.5,0,0,,,19.5,19.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0377,5000-02-PMP-08-377,09-Reinstatment,FINAL_AG,5000-02,WATER,6.75,0,64.5,0,0,,,64.5,64.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0392,5000-02-PMC-30-392,09-Reinstatment,FINAL_AG,5000-02,WATER,5.25,0,10.5,0,0,,,10.5,10.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0395,5000-02-PMC-33-395,09-Reinstatment,FINAL_AG,5000-02,WATER,7.25,0,468,0,0,4,4,468,468,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0398,5000-01-PMV-05-398,09-Reinstatment,FINAL_AG,5000-01,WATER,7.25,0,651.75,0,0,2,2,651.75,651.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0399,5000-01-PMV-06-399,09-Reinstatment,FINAL_AG,5000-01,WATER,7.25,0,583.75,0,0,,,583.75,583.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0400,5000-01-PMV-07-400,09-Reinstatment,FINAL_AG,5000-01,WATER,7.25,0,515.75,0,0,,,515.75,515.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0415,2000-05-PRC-05-415,09-Reinstatment,FINAL_AG,2000-05,DEM WATER,47.3,0,110,0,0,3,3,110,110,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0417,2000-05-PRC-06-417,09-Reinstatment,FINAL_AG,2000-05,DEM WATER,47.3,0,109.5,0,0,2,2,109.5,109.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0433,5000-04-PMP-21-433,09-Reinstatment,FINAL_AG,5000-04,WATER,19.5,0,167.25,0,0,2,2,166.5,166.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0434,5000-01-PMC-14-434,09-Reinstatment,FINAL_AG,5000-01,WATER,7.5,0,461.5,0,0,5,5,460.75,460.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0470,5000-01-LPC-02-470,09-Reinstatment,FINAL_AG,5000-01,WATER,27,0,96,0,0,4,4,94.5,94.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0477,5000-01-LPC-03-477,09-Reinstatment,FINAL_AG,5000-01,WATER,15.8,0,140.5,0,0,,,140.5,140.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0478,2000-05-PRC-09-478,09-Reinstatment,FINAL_AG,2000-05,DEM WATER,45.7,0,30,0,0,,,30,30,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0479,2000-05-PRC-10-479,09-Reinstatment,FINAL_AG,2000-05,DEM WATER,45.7,0,60,0,0,,,60,60,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
05-Reinstatment,MRD,0480,5000-01-PMC-15-480,09-Reinstatment,FINAL_AG,5000-01,DEM WATER,7.5,0,188.25,0,0,,,188.25,188.25,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,
